0,0.1231,0.0987,0.061,1
5000,0.9708,0.9402,0.0583,2
10000,0.9768,0.9597,0.0974,3
15000,0.9776,0.9663,0.1741,4
20000,0.9799,0.9672,0.1928,5
25000,0.976,0.9651,0.151,6
30000,0.9773,0.9642,0.1618,7
35000,0.976,0.9597,0.1901,8
40000,0.9814,0.9528,0.1936,9
45000,0.9774,0.9651,0.2341,10
50000,0.9812,0.9701,0.2481,11
55000,0.9799,0.9665,0.3193,12
60000,0.9793,0.9594,0.3218,13
65000,0.9785,0.9476,0.4056,14
70000,0.9792,0.9559,0.4436,15
75000,0.9788,0.9576,0.4525,16
80000,0.9802,0.9535,0.5376,17
85000,0.9792,0.9637,0.5435,18
90000,0.9771,0.9477,0.5695,19
95000,0.9798,0.9394,0.6063,20
100000,0.9772,0.9528,0.6273,21
105000,0.9795,0.9555,0.6613,22
110000,0.9784,0.9471,0.6724,23
115000,0.979,0.9555,0.7066,24
120000,0.9798,0.9569,0.7225,25
125000,0.9774,0.9539,0.7321,26
130000,0.981,0.9499,0.7638,27
135000,0.9785,0.9483,0.7796,28
140000,0.9788,0.9563,0.7546,29
145000,0.9791,0.9495,0.7985,30
150000,0.9794,0.9547,0.7979,31
155000,0.9793,0.9572,0.8268,32
160000,0.9796,0.9474,0.8258,33
165000,0.9787,0.9481,0.8144,34
170000,0.981,0.9452,0.8682,35
175000,0.9782,0.9485,0.8653,36
180000,0.9793,0.9396,0.8765,37
185000,0.9768,0.9533,0.8588,38
190000,0.977,0.9503,0.8748,39
195000,0.9772,0.9452,0.8734,40
200000,0.9774,0.9274,0.8821,41
205000,0.9793,0.9401,0.9044,42
210000,0.9783,0.9479,0.8974,43
215000,0.9792,0.942,0.9023,44
220000,0.9791,0.9387,0.9018,45
225000,0.9802,0.9429,0.9124,46
230000,0.9816,0.942,0.9089,47
235000,0.98,0.9445,0.9113,48
240000,0.9801,0.954,0.9235,49
245000,0.9811,0.9236,0.9213,50
250000,0.9808,0.9564,0.9198,51
255000,0.9811,0.9492,0.9261,52
260000,0.9817,0.9573,0.9342,53
265000,0.983,0.9567,0.9333,54
270000,0.9819,0.9524,0.9347,55
275000,0.9816,0.967,0.9386,56
280000,0.9806,0.9585,0.9398,57
285000,0.9809,0.9536,0.9384,58
290000,0.9809,0.9598,0.9354,59
295000,0.9813,0.9678,0.94,60
300000,0.9823,0.9565,0.9448,61
305000,0.9827,0.9632,0.9455,62
310000,0.9834,0.9637,0.9456,63
315000,0.9814,0.9713,0.9427,64
320000,0.9827,0.9568,0.9475,65
325000,0.9817,0.9693,0.9452,66
330000,0.9826,0.9693,0.9492,67
335000,0.9828,0.9693,0.9509,68
340000,0.9812,0.9681,0.9476,69
345000,0.9836,0.9681,0.9519,70
350000,0.9816,0.9729,0.953,71
355000,0.982,0.9714,0.9541,72
360000,0.9836,0.9662,0.9578,73
365000,0.9837,0.9696,0.9545,74
370000,0.983,0.9726,0.9558,75
375000,0.9834,0.9715,0.9512,76
380000,0.9837,0.9741,0.955,77
385000,0.982,0.9651,0.954,78
390000,0.9841,0.9749,0.9586,79
395000,0.9849,0.9768,0.9592,80
400000,0.9835,0.9707,0.9581,81
405000,0.9837,0.9695,0.9601,82
410000,0.982,0.9659,0.9567,83
415000,0.983,0.9735,0.9603,84
420000,0.983,0.9758,0.9609,85
425000,0.9828,0.9778,0.9591,86
430000,0.9818,0.9738,0.9578,87
435000,0.9843,0.9763,0.963,88
440000,0.9839,0.9763,0.9604,89
445000,0.9833,0.9718,0.9637,90
450000,0.9835,0.9756,0.9601,91
455000,0.9834,0.974,0.9584,92
460000,0.9832,0.9731,0.9617,93
465000,0.9833,0.9766,0.9658,94
470000,0.9845,0.9717,0.9631,95
475000,0.9843,0.9725,0.9632,96
480000,0.9843,0.971,0.963,97
485000,0.9841,0.9757,0.9633,98
490000,0.9835,0.9712,0.9633,99
495000,0.9842,0.9724,0.9643,100
500000,0.9841,0.9749,0.9637,101
